Sector,Category,SubCategory,Risk_ID,Risk_Name,Risk_Type,Likelihood,Impact,Risk_Score,Risk_Level,Mitigation_Strategy,Owner,Review_Date
Human Resources,HR Technology,Payroll Services,R0490,ESG/Sustainability,COMPLIANCE,4,3,12,HIGH,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Human Resources,Learning & Development,E-Learning Platforms,R0491,Supply Chain Disruption,OPERATIONAL,3,3,9,HIGH,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Human Resources,Learning & Development,E-Learning Platforms,R0492,Price Volatility,FINANCIAL,4,3,12,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Human Resources,Learning & Development,E-Learning Platforms,R0493,Quality Issues,OPERATIONAL,4,4,16,CRITICAL,Implement controls for quality issues,Procurement Team,2026-04-03
Human Resources,Learning & Development,E-Learning Platforms,R0494,Geopolitical Risk,STRATEGIC,4,4,16,CRITICAL,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Human Resources,Learning & Development,E-Learning Platforms,R0495,Supplier Financial Stability,FINANCIAL,1,4,4,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Human Resources,Learning & Development,E-Learning Platforms,R0496,Regulatory Compliance,COMPLIANCE,1,2,2,LOW,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Human Resources,Learning & Development,E-Learning Platforms,R0497,ESG/Sustainability,COMPLIANCE,3,2,6,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Human Resources,Learning & Development,Leadership Development,R0498,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Human Resources,Learning & Development,Leadership Development,R0499,Price Volatility,FINANCIAL,4,3,12,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Human Resources,Learning & Development,Leadership Development,R0500,Quality Issues,OPERATIONAL,1,3,3,LOW,Implement controls for quality issues,Procurement Team,2026-04-03
Human Resources,Learning & Development,Leadership Development,R0501,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Human Resources,Learning & Development,Leadership Development,R0502,Supplier Financial Stability,FINANCIAL,1,4,4,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Human Resources,Learning & Development,Leadership Development,R0503,Regulatory Compliance,COMPLIANCE,1,3,3,LOW,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Human Resources,Learning & Development,Leadership Development,R0504,ESG/Sustainability,COMPLIANCE,2,4,8,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Human Resources,Learning & Development,Training Programs,R0505,Supply Chain Disruption,OPERATIONAL,3,3,9,HIGH,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Human Resources,Learning & Development,Training Programs,R0506,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Human Resources,Learning & Development,Training Programs,R0507,Quality Issues,OPERATIONAL,1,2,2,LOW,Implement controls for quality issues,Procurement Team,2026-04-03
Human Resources,Learning & Development,Training Programs,R0508,Geopolitical Risk,STRATEGIC,3,4,12,HIGH,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Human Resources,Learning & Development,Training Programs,R0509,Supplier Financial Stability,FINANCIAL,3,2,6,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Human Resources,Learning & Development,Training Programs,R0510,Regulatory Compliance,COMPLIANCE,3,3,9,HIGH,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Human Resources,Learning & Development,Training Programs,R0511,ESG/Sustainability,COMPLIANCE,3,3,9,HIGH,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Human Resources,Staffing Services,Executive Search,R0512,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Human Resources,Staffing Services,Executive Search,R0513,Price Volatility,FINANCIAL,2,3,6,MEDIUM,Implement controls for price volatility,Procurement Team,2026-04-03
Human Resources,Staffing Services,Executive Search,R0514,Quality Issues,OPERATIONAL,2,4,8,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Human Resources,Staffing Services,Executive Search,R0515,Geopolitical Risk,STRATEGIC,4,4,16,CRITICAL,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Human Resources,Staffing Services,Executive Search,R0516,Supplier Financial Stability,FINANCIAL,4,4,16,CRITICAL,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Human Resources,Staffing Services,Executive Search,R0517,Regulatory Compliance,COMPLIANCE,2,2,4,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Human Resources,Staffing Services,Executive Search,R0518,ESG/Sustainability,COMPLIANCE,2,2,4,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Human Resources,Staffing Services,Permanent Recruitment,R0519,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Human Resources,Staffing Services,Permanent Recruitment,R0520,Price Volatility,FINANCIAL,4,3,12,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Human Resources,Staffing Services,Permanent Recruitment,R0521,Quality Issues,OPERATIONAL,4,4,16,CRITICAL,Implement controls for quality issues,Procurement Team,2026-04-03
Human Resources,Staffing Services,Permanent Recruitment,R0522,Geopolitical Risk,STRATEGIC,2,3,6,MEDIUM,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Human Resources,Staffing Services,Permanent Recruitment,R0523,Supplier Financial Stability,FINANCIAL,2,3,6,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Human Resources,Staffing Services,Permanent Recruitment,R0524,Regulatory Compliance,COMPLIANCE,2,2,4,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Human Resources,Staffing Services,Permanent Recruitment,R0525,ESG/Sustainability,COMPLIANCE,4,4,16,CRITICAL,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Human Resources,Staffing Services,Temporary Staffing,R0526,Supply Chain Disruption,OPERATIONAL,3,3,9,HIGH,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Human Resources,Staffing Services,Temporary Staffing,R0527,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Human Resources,Staffing Services,Temporary Staffing,R0528,Quality Issues,OPERATIONAL,4,3,12,HIGH,Implement controls for quality issues,Procurement Team,2026-04-03
Human Resources,Staffing Services,Temporary Staffing,R0529,Geopolitical Risk,STRATEGIC,3,4,12,HIGH,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Human Resources,Staffing Services,Temporary Staffing,R0530,Supplier Financial Stability,FINANCIAL,1,3,3,LOW,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Human Resources,Staffing Services,Temporary Staffing,R0531,Regulatory Compliance,COMPLIANCE,3,4,12,HIGH,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Human Resources,Staffing Services,Temporary Staffing,R0532,ESG/Sustainability,COMPLIANCE,2,2,4,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Information Technology,Cloud Services,Cloud Storage,R0533,Supply Chain Disruption,OPERATIONAL,3,4,12,HIGH,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Information Technology,Cloud Services,Cloud Storage,R0534,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Information Technology,Cloud Services,Cloud Storage,R0535,Quality Issues,OPERATIONAL,3,4,12,HIGH,Implement controls for quality issues,Procurement Team,2026-04-03
Information Technology,Cloud Services,Cloud Storage,R0536,Geopolitical Risk,STRATEGIC,2,3,6,MEDIUM,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Information Technology,Cloud Services,Cloud Storage,R0537,Supplier Financial Stability,FINANCIAL,3,4,12,HIGH,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Information Technology,Cloud Services,Cloud Storage,R0538,Regulatory Compliance,COMPLIANCE,4,4,16,CRITICAL,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Information Technology,Cloud Services,Cloud Storage,R0539,ESG/Sustainability,COMPLIANCE,3,3,9,HIGH,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Information Technology,Cloud Services,IaaS,R0540,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Information Technology,Cloud Services,IaaS,R0541,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Information Technology,Cloud Services,IaaS,R0542,Quality Issues,OPERATIONAL,2,3,6,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Information Technology,Cloud Services,IaaS,R0543,Geopolitical Risk,STRATEGIC,2,3,6,MEDIUM,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Information Technology,Cloud Services,IaaS,R0544,Supplier Financial Stability,FINANCIAL,4,2,8,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Information Technology,Cloud Services,IaaS,R0545,Regulatory Compliance,COMPLIANCE,2,3,6,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Information Technology,Cloud Services,IaaS,R0546,ESG/Sustainability,COMPLIANCE,3,4,12,HIGH,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Information Technology,Cloud Services,PaaS,R0547,Supply Chain Disruption,OPERATIONAL,3,3,9,HIGH,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Information Technology,Cloud Services,PaaS,R0548,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Information Technology,Cloud Services,PaaS,R0549,Quality Issues,OPERATIONAL,3,2,6,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Information Technology,Cloud Services,PaaS,R0550,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Information Technology,Cloud Services,PaaS,R0551,Supplier Financial Stability,FINANCIAL,4,3,12,HIGH,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Information Technology,Cloud Services,PaaS,R0552,Regulatory Compliance,COMPLIANCE,1,4,4,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Information Technology,Cloud Services,PaaS,R0553,ESG/Sustainability,COMPLIANCE,1,4,4,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Information Technology,Cloud Services,SaaS,R0554,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Information Technology,Cloud Services,SaaS,R0555,Price Volatility,FINANCIAL,4,3,12,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Information Technology,Cloud Services,SaaS,R0556,Quality Issues,OPERATIONAL,4,3,12,HIGH,Implement controls for quality issues,Procurement Team,2026-04-03
Information Technology,Cloud Services,SaaS,R0557,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Information Technology,Cloud Services,SaaS,R0558,Supplier Financial Stability,FINANCIAL,2,4,8,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Information Technology,Cloud Services,SaaS,R0559,Regulatory Compliance,COMPLIANCE,3,2,6,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Information Technology,Cloud Services,SaaS,R0560,ESG/Sustainability,COMPLIANCE,2,4,8,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Endpoint Security,R0561,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Endpoint Security,R0562,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Endpoint Security,R0563,Quality Issues,OPERATIONAL,2,4,8,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Endpoint Security,R0564,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Endpoint Security,R0565,Supplier Financial Stability,FINANCIAL,1,4,4,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Endpoint Security,R0566,Regulatory Compliance,COMPLIANCE,1,3,3,LOW,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Endpoint Security,R0567,ESG/Sustainability,COMPLIANCE,4,2,8,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Identity Management,R0568,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Identity Management,R0569,Price Volatility,FINANCIAL,4,3,12,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Identity Management,R0570,Quality Issues,OPERATIONAL,3,4,12,HIGH,Implement controls for quality issues,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Identity Management,R0571,Geopolitical Risk,STRATEGIC,5,4,20,CRITICAL,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Identity Management,R0572,Supplier Financial Stability,FINANCIAL,2,2,4,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Identity Management,R0573,Regulatory Compliance,COMPLIANCE,3,3,9,HIGH,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Identity Management,R0574,ESG/Sustainability,COMPLIANCE,4,2,8,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Network Security,R0575,Supply Chain Disruption,OPERATIONAL,3,3,9,HIGH,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Network Security,R0576,Price Volatility,FINANCIAL,2,3,6,MEDIUM,Implement controls for price volatility,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Network Security,R0577,Quality Issues,OPERATIONAL,2,4,8,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Network Security,R0578,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Network Security,R0579,Supplier Financial Stability,FINANCIAL,3,4,12,HIGH,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Network Security,R0580,Regulatory Compliance,COMPLIANCE,3,2,6,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Network Security,R0581,ESG/Sustainability,COMPLIANCE,3,3,9,HIGH,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Security Operations,R0582,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Security Operations,R0583,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Security Operations,R0584,Quality Issues,OPERATIONAL,3,2,6,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Security Operations,R0585,Geopolitical Risk,STRATEGIC,3,4,12,HIGH,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Security Operations,R0586,Supplier Financial Stability,FINANCIAL,4,2,8,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Security Operations,R0587,Regulatory Compliance,COMPLIANCE,2,2,4,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Information Technology,Cybersecurity,Security Operations,R0588,ESG/Sustainability,COMPLIANCE,4,4,16,CRITICAL,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Information Technology,Hardware,Desktops,R0589,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Information Technology,Hardware,Desktops,R0590,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Information Technology,Hardware,Desktops,R0591,Quality Issues,OPERATIONAL,1,3,3,LOW,Implement controls for quality issues,Procurement Team,2026-04-03
Information Technology,Hardware,Desktops,R0592,Geopolitical Risk,STRATEGIC,2,3,6,MEDIUM,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Information Technology,Hardware,Desktops,R0593,Supplier Financial Stability,FINANCIAL,1,3,3,LOW,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Information Technology,Hardware,Desktops,R0594,Regulatory Compliance,COMPLIANCE,1,3,3,LOW,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Information Technology,Hardware,Desktops,R0595,ESG/Sustainability,COMPLIANCE,3,4,12,HIGH,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Information Technology,Hardware,Laptops,R0596,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Information Technology,Hardware,Laptops,R0597,Price Volatility,FINANCIAL,4,3,12,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Information Technology,Hardware,Laptops,R0598,Quality Issues,OPERATIONAL,3,4,12,HIGH,Implement controls for quality issues,Procurement Team,2026-04-03
Information Technology,Hardware,Laptops,R0599,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Information Technology,Hardware,Laptops,R0600,Supplier Financial Stability,FINANCIAL,4,4,16,CRITICAL,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Information Technology,Hardware,Laptops,R0601,Regulatory Compliance,COMPLIANCE,3,2,6,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Information Technology,Hardware,Laptops,R0602,ESG/Sustainability,COMPLIANCE,2,3,6,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Information Technology,Hardware,Network Equipment,R0603,Supply Chain Disruption,OPERATIONAL,3,3,9,HIGH,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Information Technology,Hardware,Network Equipment,R0604,Price Volatility,FINANCIAL,2,3,6,MEDIUM,Implement controls for price volatility,Procurement Team,2026-04-03
Information Technology,Hardware,Network Equipment,R0605,Quality Issues,OPERATIONAL,3,4,12,HIGH,Implement controls for quality issues,Procurement Team,2026-04-03
Information Technology,Hardware,Network Equipment,R0606,Geopolitical Risk,STRATEGIC,3,4,12,HIGH,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Information Technology,Hardware,Network Equipment,R0607,Supplier Financial Stability,FINANCIAL,2,4,8,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Information Technology,Hardware,Network Equipment,R0608,Regulatory Compliance,COMPLIANCE,1,4,4,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Information Technology,Hardware,Network Equipment,R0609,ESG/Sustainability,COMPLIANCE,4,4,16,CRITICAL,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Information Technology,Hardware,Peripherals,R0610,Supply Chain Disruption,OPERATIONAL,3,4,12,HIGH,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Information Technology,Hardware,Peripherals,R0611,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Information Technology,Hardware,Peripherals,R0612,Quality Issues,OPERATIONAL,4,2,8,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Information Technology,Hardware,Peripherals,R0613,Geopolitical Risk,STRATEGIC,3,4,12,HIGH,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Information Technology,Hardware,Peripherals,R0614,Supplier Financial Stability,FINANCIAL,2,2,4,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Information Technology,Hardware,Peripherals,R0615,Regulatory Compliance,COMPLIANCE,1,3,3,LOW,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Information Technology,Hardware,Peripherals,R0616,ESG/Sustainability,COMPLIANCE,4,2,8,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Information Technology,Hardware,Servers,R0617,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Information Technology,Hardware,Servers,R0618,Price Volatility,FINANCIAL,2,3,6,MEDIUM,Implement controls for price volatility,Procurement Team,2026-04-03
Information Technology,Hardware,Servers,R0619,Quality Issues,OPERATIONAL,2,4,8,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Information Technology,Hardware,Servers,R0620,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Information Technology,Hardware,Servers,R0621,Supplier Financial Stability,FINANCIAL,2,3,6,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Information Technology,Hardware,Servers,R0622,Regulatory Compliance,COMPLIANCE,4,3,12,HIGH,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Information Technology,Hardware,Servers,R0623,ESG/Sustainability,COMPLIANCE,4,4,16,CRITICAL,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Information Technology,Hardware,Storage Systems,R0624,Supply Chain Disruption,OPERATIONAL,3,3,9,HIGH,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Information Technology,Hardware,Storage Systems,R0625,Price Volatility,FINANCIAL,4,3,12,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Information Technology,Hardware,Storage Systems,R0626,Quality Issues,OPERATIONAL,2,3,6,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Information Technology,Hardware,Storage Systems,R0627,Geopolitical Risk,STRATEGIC,2,3,6,MEDIUM,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Information Technology,Hardware,Storage Systems,R0628,Supplier Financial Stability,FINANCIAL,1,3,3,LOW,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Information Technology,Hardware,Storage Systems,R0629,Regulatory Compliance,COMPLIANCE,4,3,12,HIGH,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Information Technology,Hardware,Storage Systems,R0630,ESG/Sustainability,COMPLIANCE,1,4,4,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Information Technology,Software,Database Software,R0631,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Information Technology,Software,Database Software,R0632,Price Volatility,FINANCIAL,3,3,9,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Information Technology,Software,Database Software,R0633,Quality Issues,OPERATIONAL,2,3,6,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Information Technology,Software,Database Software,R0634,Geopolitical Risk,STRATEGIC,3,4,12,HIGH,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Information Technology,Software,Database Software,R0635,Supplier Financial Stability,FINANCIAL,4,2,8,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Information Technology,Software,Database Software,R0636,Regulatory Compliance,COMPLIANCE,3,2,6,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Information Technology,Software,Database Software,R0637,ESG/Sustainability,COMPLIANCE,3,4,12,HIGH,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Information Technology,Software,Development Tools,R0638,Supply Chain Disruption,OPERATIONAL,3,4,12,HIGH,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Information Technology,Software,Development Tools,R0639,Price Volatility,FINANCIAL,4,3,12,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Information Technology,Software,Development Tools,R0640,Quality Issues,OPERATIONAL,3,2,6,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Information Technology,Software,Development Tools,R0641,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Information Technology,Software,Development Tools,R0642,Supplier Financial Stability,FINANCIAL,4,3,12,HIGH,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Information Technology,Software,Development Tools,R0643,Regulatory Compliance,COMPLIANCE,2,2,4,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Information Technology,Software,Development Tools,R0644,ESG/Sustainability,COMPLIANCE,4,2,8,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Information Technology,Software,Enterprise Software,R0645,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Information Technology,Software,Enterprise Software,R0646,Price Volatility,FINANCIAL,4,3,12,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Information Technology,Software,Enterprise Software,R0647,Quality Issues,OPERATIONAL,2,4,8,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Information Technology,Software,Enterprise Software,R0648,Geopolitical Risk,STRATEGIC,2,3,6,MEDIUM,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Information Technology,Software,Enterprise Software,R0649,Supplier Financial Stability,FINANCIAL,1,2,2,LOW,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Information Technology,Software,Enterprise Software,R0650,Regulatory Compliance,COMPLIANCE,3,2,6,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Information Technology,Software,Enterprise Software,R0651,ESG/Sustainability,COMPLIANCE,2,4,8,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Information Technology,Software,Productivity Software,R0652,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Information Technology,Software,Productivity Software,R0653,Price Volatility,FINANCIAL,2,3,6,MEDIUM,Implement controls for price volatility,Procurement Team,2026-04-03
Information Technology,Software,Productivity Software,R0654,Quality Issues,OPERATIONAL,1,4,4,MEDIUM,Implement controls for quality issues,Procurement Team,2026-04-03
Information Technology,Software,Productivity Software,R0655,Geopolitical Risk,STRATEGIC,2,3,6,MEDIUM,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Information Technology,Software,Productivity Software,R0656,Supplier Financial Stability,FINANCIAL,2,4,8,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
Information Technology,Software,Productivity Software,R0657,Regulatory Compliance,COMPLIANCE,2,2,4,MEDIUM,Implement controls for regulatory compliance,Procurement Team,2026-04-03
Information Technology,Software,Productivity Software,R0658,ESG/Sustainability,COMPLIANCE,3,2,6,MEDIUM,Implement controls for esg/sustainability,Procurement Team,2026-04-03
Information Technology,Telecommunications,Internet Services,R0659,Supply Chain Disruption,OPERATIONAL,2,3,6,MEDIUM,Implement controls for supply chain disruption,Procurement Team,2026-04-03
Information Technology,Telecommunications,Internet Services,R0660,Price Volatility,FINANCIAL,4,3,12,HIGH,Implement controls for price volatility,Procurement Team,2026-04-03
Information Technology,Telecommunications,Internet Services,R0661,Quality Issues,OPERATIONAL,1,3,3,LOW,Implement controls for quality issues,Procurement Team,2026-04-03
Information Technology,Telecommunications,Internet Services,R0662,Geopolitical Risk,STRATEGIC,1,3,3,LOW,Implement controls for geopolitical risk,Procurement Team,2026-04-03
Information Technology,Telecommunications,Internet Services,R0663,Supplier Financial Stability,FINANCIAL,2,2,4,MEDIUM,Implement controls for supplier financial stability,Procurement Team,2026-04-03
