Sector,Category,SubCategory,Metric,Calculated_Value,Calculation_Method,Data_Sources,Calculation_Date,Confidence_Level
Manufacturing & Industrial,Chemicals,Specialty Chemicals,Total_Spend_USD,4897100.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Chemicals,Specialty Chemicals,Number_of_Suppliers,5.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Chemicals,Specialty Chemicals,Number_of_Transactions,10.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Chemicals,Specialty Chemicals,Top_Region_Concentration_Pct,47.23,MAX(Region_Spend)/Total_Spend*100 [Americas],spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Chemicals,Specialty Chemicals,Top_Supplier_Concentration_Pct,34.0,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Chemicals,Specialty Chemicals,Top3_Supplier_Concentration_Pct,72.43,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Chemicals,Specialty Chemicals,Avg_Quality_Rating,4.41,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,Chemicals,Specialty Chemicals,Avg_Delivery_Rating,4.51,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,Chemicals,Specialty Chemicals,Regional_Risk_Score,56.7,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Chemicals,Specialty Chemicals,Supplier_Risk_Score,40.8,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Chemicals,Specialty Chemicals,Overall_Risk_Score,43.0,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Industrial Machinery,Total_Spend_USD,14090500.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Industrial Machinery,Number_of_Suppliers,5.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Industrial Machinery,Number_of_Transactions,11.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Industrial Machinery,Top_Region_Concentration_Pct,74.36,MAX(Region_Spend)/Total_Spend*100 [Americas],spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Industrial Machinery,Top_Supplier_Concentration_Pct,34.36,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Industrial Machinery,Top3_Supplier_Concentration_Pct,79.24,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Industrial Machinery,Avg_Quality_Rating,4.52,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,Equipment & Machinery,Industrial Machinery,Avg_Delivery_Rating,4.35,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,Equipment & Machinery,Industrial Machinery,Regional_Risk_Score,89.2,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Industrial Machinery,Supplier_Risk_Score,41.2,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Industrial Machinery,Overall_Risk_Score,56.2,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Manufacturing Equipment,Total_Spend_USD,24041300.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Manufacturing Equipment,Number_of_Suppliers,6.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Manufacturing Equipment,Number_of_Transactions,11.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Manufacturing Equipment,Top_Region_Concentration_Pct,93.26,MAX(Region_Spend)/Total_Spend*100 [Europe],spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Manufacturing Equipment,Top_Supplier_Concentration_Pct,28.4,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Manufacturing Equipment,Top3_Supplier_Concentration_Pct,76.95,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Manufacturing Equipment,Avg_Quality_Rating,4.61,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,Equipment & Machinery,Manufacturing Equipment,Avg_Delivery_Rating,4.54,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,Equipment & Machinery,Manufacturing Equipment,Regional_Risk_Score,100.0,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Manufacturing Equipment,Supplier_Risk_Score,34.1,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Manufacturing Equipment,Overall_Risk_Score,57.6,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Material Handling,Total_Spend_USD,15867800.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Material Handling,Number_of_Suppliers,7.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Material Handling,Number_of_Transactions,17.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Material Handling,Top_Region_Concentration_Pct,68.76,MAX(Region_Spend)/Total_Spend*100 [Americas],spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Material Handling,Top_Supplier_Concentration_Pct,50.08,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Material Handling,Top3_Supplier_Concentration_Pct,74.79,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Material Handling,Avg_Quality_Rating,4.38,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,Equipment & Machinery,Material Handling,Avg_Delivery_Rating,4.39,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,Equipment & Machinery,Material Handling,Regional_Risk_Score,82.5,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Material Handling,Supplier_Risk_Score,60.1,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Material Handling,Overall_Risk_Score,61.0,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Robotics & Automation,Total_Spend_USD,18304200.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Robotics & Automation,Number_of_Suppliers,7.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Robotics & Automation,Number_of_Transactions,16.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Robotics & Automation,Top_Region_Concentration_Pct,38.39,MAX(Region_Spend)/Total_Spend*100 [Europe],spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Robotics & Automation,Top_Supplier_Concentration_Pct,32.98,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Robotics & Automation,Top3_Supplier_Concentration_Pct,64.7,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Robotics & Automation,Avg_Quality_Rating,4.4,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,Equipment & Machinery,Robotics & Automation,Avg_Delivery_Rating,4.47,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,Equipment & Machinery,Robotics & Automation,Regional_Risk_Score,46.1,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Robotics & Automation,Supplier_Risk_Score,39.6,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Equipment & Machinery,Robotics & Automation,Overall_Risk_Score,38.3,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Industrial Tools,Total_Spend_USD,7425200.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Industrial Tools,Number_of_Suppliers,6.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Industrial Tools,Number_of_Transactions,16.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Industrial Tools,Top_Region_Concentration_Pct,45.73,MAX(Region_Spend)/Total_Spend*100 [Europe],spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Industrial Tools,Top_Supplier_Concentration_Pct,34.79,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Industrial Tools,Top3_Supplier_Concentration_Pct,71.33,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Industrial Tools,Avg_Quality_Rating,4.32,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,MRO Supplies,Industrial Tools,Avg_Delivery_Rating,4.41,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,MRO Supplies,Industrial Tools,Regional_Risk_Score,54.9,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Industrial Tools,Supplier_Risk_Score,41.8,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Industrial Tools,Overall_Risk_Score,42.7,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Lubricants & Fluids,Total_Spend_USD,6369200.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Lubricants & Fluids,Number_of_Suppliers,7.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Lubricants & Fluids,Number_of_Transactions,18.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Lubricants & Fluids,Top_Region_Concentration_Pct,46.12,MAX(Region_Spend)/Total_Spend*100 [APAC],spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Lubricants & Fluids,Top_Supplier_Concentration_Pct,23.79,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Lubricants & Fluids,Top3_Supplier_Concentration_Pct,59.8,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Lubricants & Fluids,Avg_Quality_Rating,4.37,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,MRO Supplies,Lubricants & Fluids,Avg_Delivery_Rating,4.24,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,MRO Supplies,Lubricants & Fluids,Regional_Risk_Score,55.3,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Lubricants & Fluids,Supplier_Risk_Score,28.5,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Lubricants & Fluids,Overall_Risk_Score,37.6,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Safety Equipment,Total_Spend_USD,6673300.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Safety Equipment,Number_of_Suppliers,7.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Safety Equipment,Number_of_Transactions,19.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Safety Equipment,Top_Region_Concentration_Pct,40.95,MAX(Region_Spend)/Total_Spend*100 [APAC],spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Safety Equipment,Top_Supplier_Concentration_Pct,32.58,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Safety Equipment,Top3_Supplier_Concentration_Pct,74.15,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Safety Equipment,Avg_Quality_Rating,4.42,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,MRO Supplies,Safety Equipment,Avg_Delivery_Rating,4.21,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,MRO Supplies,Safety Equipment,Regional_Risk_Score,49.1,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Safety Equipment,Supplier_Risk_Score,39.1,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Safety Equipment,Overall_Risk_Score,39.3,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Spare Parts,Total_Spend_USD,5689300.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Spare Parts,Number_of_Suppliers,5.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Spare Parts,Number_of_Transactions,14.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Spare Parts,Top_Region_Concentration_Pct,44.07,MAX(Region_Spend)/Total_Spend*100 [Americas],spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Spare Parts,Top_Supplier_Concentration_Pct,28.33,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Spare Parts,Top3_Supplier_Concentration_Pct,77.68,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Spare Parts,Avg_Quality_Rating,4.45,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,MRO Supplies,Spare Parts,Avg_Delivery_Rating,4.29,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,MRO Supplies,Spare Parts,Regional_Risk_Score,52.9,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Spare Parts,Supplier_Risk_Score,34.0,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,MRO Supplies,Spare Parts,Overall_Risk_Score,38.7,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Aluminum,Total_Spend_USD,27435100.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Aluminum,Number_of_Suppliers,7.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Aluminum,Number_of_Transactions,20.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Aluminum,Top_Region_Concentration_Pct,56.83,MAX(Region_Spend)/Total_Spend*100 [Americas],spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Aluminum,Top_Supplier_Concentration_Pct,23.68,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Aluminum,Top3_Supplier_Concentration_Pct,65.63,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Aluminum,Avg_Quality_Rating,4.48,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,Raw Materials - Metals,Aluminum,Avg_Delivery_Rating,4.25,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,Raw Materials - Metals,Aluminum,Regional_Risk_Score,68.2,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Aluminum,Supplier_Risk_Score,28.4,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Aluminum,Overall_Risk_Score,42.6,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Copper,Total_Spend_USD,12485700.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Copper,Number_of_Suppliers,6.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Copper,Number_of_Transactions,12.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Copper,Top_Region_Concentration_Pct,78.7,MAX(Region_Spend)/Total_Spend*100 [Americas],spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Copper,Top_Supplier_Concentration_Pct,30.23,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Copper,Top3_Supplier_Concentration_Pct,71.52,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Copper,Avg_Quality_Rating,4.5,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,Raw Materials - Metals,Copper,Avg_Delivery_Rating,4.15,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,Raw Materials - Metals,Copper,Regional_Risk_Score,94.4,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Copper,Supplier_Risk_Score,36.3,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Copper,Overall_Risk_Score,56.3,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Nickel,Total_Spend_USD,26444000.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Nickel,Number_of_Suppliers,8.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Nickel,Number_of_Transactions,21.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Nickel,Top_Region_Concentration_Pct,52.93,MAX(Region_Spend)/Total_Spend*100 [Europe],spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Nickel,Top_Supplier_Concentration_Pct,24.03,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Nickel,Top3_Supplier_Concentration_Pct,67.74,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Nickel,Avg_Quality_Rating,4.28,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,Raw Materials - Metals,Nickel,Avg_Delivery_Rating,4.33,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,Raw Materials - Metals,Nickel,Regional_Risk_Score,63.5,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Nickel,Supplier_Risk_Score,28.8,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Nickel,Overall_Risk_Score,40.9,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Steel,Total_Spend_USD,25992500.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Steel,Number_of_Suppliers,7.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Steel,Number_of_Transactions,15.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Steel,Top_Region_Concentration_Pct,52.64,MAX(Region_Spend)/Total_Spend*100 [APAC],spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Steel,Top_Supplier_Concentration_Pct,27.59,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Steel,Top3_Supplier_Concentration_Pct,65.0,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Steel,Avg_Quality_Rating,4.57,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,Raw Materials - Metals,Steel,Avg_Delivery_Rating,4.3,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,Raw Materials - Metals,Steel,Regional_Risk_Score,63.2,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Steel,Supplier_Risk_Score,33.1,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Steel,Overall_Risk_Score,42.5,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Zinc,Total_Spend_USD,19323200.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Zinc,Number_of_Suppliers,8.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Zinc,Number_of_Transactions,21.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Zinc,Top_Region_Concentration_Pct,57.51,MAX(Region_Spend)/Total_Spend*100 [Europe],spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Zinc,Top_Supplier_Concentration_Pct,26.39,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Zinc,Top3_Supplier_Concentration_Pct,60.25,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Zinc,Avg_Quality_Rating,4.37,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,Raw Materials - Metals,Zinc,Avg_Delivery_Rating,4.26,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,Raw Materials - Metals,Zinc,Regional_Risk_Score,69.0,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Zinc,Supplier_Risk_Score,31.7,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Metals,Zinc,Overall_Risk_Score,44.3,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Plastics,Engineering Plastics,Total_Spend_USD,7570400.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Plastics,Engineering Plastics,Number_of_Suppliers,6.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Plastics,Engineering Plastics,Number_of_Transactions,17.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Plastics,Engineering Plastics,Top_Region_Concentration_Pct,66.12,MAX(Region_Spend)/Total_Spend*100 [APAC],spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Plastics,Engineering Plastics,Top_Supplier_Concentration_Pct,27.46,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Plastics,Engineering Plastics,Top3_Supplier_Concentration_Pct,69.33,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Manufacturing & Industrial,Raw Materials - Plastics,Engineering Plastics,Avg_Quality_Rating,4.45,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Manufacturing & Industrial,Raw Materials - Plastics,Engineering Plastics,Avg_Delivery_Rating,4.37,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
